,file,speakerId
0,84-121123-0028.flac,84
1,251-118436-0014.flac,251
2,6313-66125-0007.flac,6313
3,1462-170138-0020.flac,1462
4,6319-57405-0001.flac,6319
5,2086-149220-0036.flac,2086
6,652-129742-0012.flac,652
7,2086-149214-0003.flac,2086
8,1673-143396-0010.flac,1673
9,652-129742-0006.flac,652
10,7850-286674-0010.flac,7850
11,174-50561-0013.flac,174
12,1993-147964-0010.flac,1993
13,1919-142785-0021.flac,1919
14,84-121123-0018.flac,84
15,1462-170138-0024.flac,1462
16,1462-170138-0006.flac,1462
17,6241-61943-0004.flac,6241
18,6241-61943-0011.flac,6241
19,422-122949-0009.flac,422
20,251-118436-0017.flac,251
21,2035-147960-0001.flac,2035
22,1462-170138-0013.flac,1462
23,5536-43358-0000.flac,5536
24,2078-142845-0050.flac,2078
25,5338-24615-0004.flac,5338
26,2078-142845-0006.flac,2078
27,8297-275154-0026.flac,8297
28,1919-142785-0026.flac,1919
29,7976-105575-0001.flac,7976
30,777-126732-0057.flac,777
31,1919-142785-0007.flac,1919
32,6241-61943-0000.flac,6241
33,2277-149874-0011.flac,2277
34,174-50561-0010.flac,174
35,1673-143396-0013.flac,1673
36,652-129742-0011.flac,652
37,6313-66125-0022.flac,6313
38,2086-149220-0031.flac,2086
39,7976-105575-0017.flac,7976
40,1673-143396-0002.flac,1673
41,1993-147964-0006.flac,1993
42,5895-34615-0021.flac,5895
43,1988-24833-0005.flac,1988
44,1462-170138-0012.flac,1462
45,6241-61943-0020.flac,6241
46,2035-147960-0015.flac,2035
47,422-122949-0010.flac,422
48,84-121123-0001.flac,84
49,6313-66125-0018.flac,6313
50,2035-147960-0006.flac,2035
51,7976-105575-0016.flac,7976
52,2086-149220-0023.flac,2086
53,2078-142845-0044.flac,2078
54,1919-142785-0001.flac,1919
55,777-126732-0004.flac,777
56,777-126732-0059.flac,777
57,1673-143396-0018.flac,1673
58,2277-149874-0001.flac,2277
59,6319-57405-0012.flac,6319
60,1919-142785-0005.flac,1919
61,2412-153947-0016.flac,2412
62,84-121123-0012.flac,84
63,6345-64257-0013.flac,6345
64,1919-142785-0016.flac,1919
65,8842-302196-0000.flac,8842
66,174-50561-0001.flac,174
67,2078-142845-0003.flac,2078
68,1993-147149-0000.flac,1993
69,1919-142785-0015.flac,1919
70,1462-170138-0003.flac,1462
71,2086-149220-0034.flac,2086
72,5536-43358-0003.flac,5536
73,2803-154320-0005.flac,2803
74,8842-302196-0010.flac,8842
75,1462-170138-0005.flac,1462
76,5694-64025-0004.flac,5694
77,7976-105575-0018.flac,7976
78,1988-24833-0004.flac,1988
