,file,speakerId
0,5338-24615-0004.flac,5338
1,1919-142785-0019.flac,1919
2,5536-43358-0012.flac,5536
3,1988-24833-0019.flac,1988
4,6345-64257-0006.flac,6345
5,174-50561-0007.flac,174
6,2277-149874-0006.flac,2277
7,2086-149220-0040.flac,2086
8,6313-66125-0021.flac,6313
9,84-121123-0023.flac,84
10,2803-154320-0014.flac,2803
11,2412-153947-0015.flac,2412
12,1673-143396-0017.flac,1673
13,1993-147149-0012.flac,1993
14,2035-147960-0001.flac,2035
15,6345-64257-0002.flac,6345
16,5338-24615-0007.flac,5338
17,6313-66125-0022.flac,6313
18,777-126732-0002.flac,777
19,1673-143396-0006.flac,1673
20,1993-147149-0008.flac,1993
21,1919-142785-0016.flac,1919
22,777-126732-0058.flac,777
23,5694-64025-0020.flac,5694
24,2078-142845-0001.flac,2078
25,2803-154320-0004.flac,2803
26,1919-142785-0018.flac,1919
27,2078-142845-0049.flac,2078
28,1462-170138-0001.flac,1462
29,1993-147149-0000.flac,1993
30,2412-153947-0008.flac,2412
31,251-118436-0023.flac,251
32,6241-61943-0021.flac,6241
33,1993-147149-0021.flac,1993
34,174-50561-0005.flac,174
35,84-121123-0009.flac,84
36,6241-61943-0001.flac,6241
37,1462-170138-0005.flac,1462
38,777-126732-0011.flac,777
39,251-118436-0005.flac,251
40,251-118436-0015.flac,251
41,84-121123-0008.flac,84
42,1462-170138-0004.flac,1462
43,251-118436-0011.flac,251
44,2086-149214-0000.flac,2086
45,7850-286674-0008.flac,7850
46,1919-142785-0010.flac,1919
47,7850-286674-0017.flac,7850
48,1993-147149-0003.flac,1993
49,7976-105575-0002.flac,7976
50,8842-302196-0001.flac,8842
51,5338-24615-0008.flac,5338
52,2412-153947-0014.flac,2412
53,251-118436-0008.flac,251
54,251-118436-0016.flac,251
55,5895-34615-0004.flac,5895
56,1988-24833-0003.flac,1988
57,8842-302196-0004.flac,8842
58,84-121123-0026.flac,84
59,5536-43358-0013.flac,5536
60,422-122949-0005.flac,422
61,2086-149220-0027.flac,2086
62,2078-142845-0043.flac,2078
63,7976-105575-0000.flac,7976
64,6313-66125-0007.flac,6313
65,1919-142785-0015.flac,1919
66,5895-34615-0005.flac,5895
67,5694-64025-0006.flac,5694
68,6313-66125-0011.flac,6313
69,6313-66125-0015.flac,6313
70,174-50561-0013.flac,174
71,5694-64025-0004.flac,5694
72,2277-149874-0005.flac,2277
73,2086-149220-0014.flac,2086
74,2078-142845-0003.flac,2078
75,8297-275154-0020.flac,8297
76,251-118436-0003.flac,251
77,1462-170138-0012.flac,1462
78,2086-149220-0030.flac,2086
79,8842-302196-0005.flac,8842
80,5536-43358-0007.flac,5536
81,1673-143396-0000.flac,1673
82,422-122949-0010.flac,422
83,1462-170138-0024.flac,1462
84,8297-275154-0018.flac,8297
85,6319-57405-0003.flac,6319
86,6241-61943-0016.flac,6241
87,652-129742-0013.flac,652
88,1988-24833-0020.flac,1988
89,5536-43358-0001.flac,5536
90,2078-142845-0007.flac,2078
91,8297-275154-0005.flac,8297
92,5694-64025-0011.flac,5694
93,5694-64025-0021.flac,5694
94,2086-149220-0022.flac,2086
95,5694-64025-0013.flac,5694
96,84-121123-0016.flac,84
97,1993-147149-0024.flac,1993
98,84-121123-0002.flac,84
99,5338-24615-0001.flac,5338
100,84-121123-0014.flac,84
101,1462-170138-0006.flac,1462
102,2035-147960-0002.flac,2035
103,7976-105575-0012.flac,7976
104,1988-24833-0009.flac,1988
105,251-118436-0014.flac,251
106,5694-64025-0017.flac,5694
107,1272-128104-0005.flac,1272
108,6345-64257-0004.flac,6345
109,2803-154320-0001.flac,2803
110,6241-61943-0006.flac,6241
111,652-129742-0012.flac,652
112,2086-149220-0036.flac,2086
113,251-118436-0013.flac,251
114,5895-34615-0009.flac,5895
115,1993-147149-0002.flac,1993
116,251-118436-0002.flac,251
117,5536-43358-0016.flac,5536
118,6241-61943-0018.flac,6241
119,5694-64025-0000.flac,5694
120,6313-66125-0004.flac,6313
121,1993-147149-0007.flac,1993
122,1462-170138-0013.flac,1462
123,8297-275154-0009.flac,8297
124,6345-64257-0010.flac,6345
125,1988-24833-0027.flac,1988
126,5895-34615-0010.flac,5895
127,2078-142845-0005.flac,2078
128,8842-302196-0010.flac,8842
129,1993-147964-0005.flac,1993
130,5536-43358-0017.flac,5536
131,2086-149220-0033.flac,2086
132,2086-149220-0034.flac,2086
133,251-118436-0006.flac,251
134,1462-170138-0016.flac,1462
135,777-126732-0005.flac,777
136,6345-64257-0008.flac,6345
137,5694-64025-0012.flac,5694
138,1673-143396-0007.flac,1673
139,7976-105575-0015.flac,7976
140,1919-142785-0029.flac,1919
141,1919-142785-0003.flac,1919
142,1988-24833-0028.flac,1988
143,5694-64025-0022.flac,5694
144,1919-142785-0017.flac,1919
145,5895-34615-0012.flac,5895
146,7976-105575-0009.flac,7976
147,8297-275154-0019.flac,8297
148,1462-170138-0009.flac,1462
149,6313-66125-0019.flac,6313
150,5895-34615-0006.flac,5895
151,7850-286674-0001.flac,7850
152,1919-142785-0023.flac,1919
153,1993-147964-0008.flac,1993
154,422-122949-0003.flac,422
155,6345-64257-0000.flac,6345
156,1272-128104-0008.flac,1272
157,6313-66125-0027.flac,6313
158,777-126732-0054.flac,777
159,7976-105575-0004.flac,7976
160,2277-149874-0003.flac,2277
161,6313-66125-0024.flac,6313
162,251-118436-0018.flac,251
163,1993-147964-0002.flac,1993
164,5536-43358-0005.flac,5536
165,2078-142845-0045.flac,2078
166,2277-149874-0002.flac,2277
167,1993-147149-0015.flac,1993
168,251-118436-0021.flac,251
169,777-126732-0055.flac,777
170,1462-170138-0021.flac,1462
171,2086-149214-0003.flac,2086
172,2078-142845-0047.flac,2078
173,2035-147960-0016.flac,2035
174,2035-147960-0005.flac,2035
175,2078-142845-0050.flac,2078
176,2277-149874-0017.flac,2277
177,1988-24833-0015.flac,1988
178,174-50561-0017.flac,174
179,6241-61943-0026.flac,6241
180,6345-64257-0003.flac,6345
181,2035-147960-0009.flac,2035
182,6319-57405-0000.flac,6319
183,6319-57405-0005.flac,6319
184,6241-61943-0020.flac,6241
185,7976-105575-0016.flac,7976
186,8297-275154-0012.flac,8297
187,777-126732-0001.flac,777
188,1919-142785-0022.flac,1919
189,652-129742-0007.flac,652
190,8842-302196-0008.flac,8842
191,7976-105575-0010.flac,7976
192,1462-170138-0023.flac,1462
193,5338-24615-0003.flac,5338
194,6345-64257-0014.flac,6345
195,5536-43358-0004.flac,5536
196,1462-170138-0020.flac,1462
197,174-50561-0016.flac,174
198,5536-43358-0003.flac,5536
199,7850-286674-0012.flac,7850
200,7976-105575-0005.flac,7976
201,1988-24833-0025.flac,1988
202,7976-105575-0003.flac,7976
203,5694-64025-0005.flac,5694
204,84-121123-0025.flac,84
205,5536-43358-0011.flac,5536
206,84-121123-0005.flac,84
207,2086-149220-0031.flac,2086
208,422-122949-0001.flac,422
209,6319-57405-0012.flac,6319
210,7976-105575-0007.flac,7976
211,8842-302196-0000.flac,8842
212,1993-147964-0009.flac,1993
213,2078-142845-0004.flac,2078
214,2803-154320-0000.flac,2803
215,174-50561-0011.flac,174
216,1988-24833-0026.flac,1988
217,5536-43358-0018.flac,5536
218,1988-24833-0004.flac,1988
219,2086-149220-0013.flac,2086
220,652-129742-0017.flac,652
221,1988-24833-0011.flac,1988
222,6313-66125-0018.flac,6313
223,6345-64257-0013.flac,6345
224,5338-24615-0014.flac,5338
225,1919-142785-0027.flac,1919
226,8842-302196-0009.flac,8842
227,1988-24833-0013.flac,1988
228,2086-149220-0021.flac,2086
229,1988-24833-0016.flac,1988
230,1462-170138-0015.flac,1462
231,1993-147964-0006.flac,1993
232,8297-275154-0003.flac,8297
233,1993-147149-0006.flac,1993
234,2277-149874-0015.flac,2277
235,5895-34615-0003.flac,5895
236,5694-64025-0001.flac,5694
237,1919-142785-0008.flac,1919
238,6241-61943-0008.flac,6241
239,777-126732-0016.flac,777
240,8842-302196-0011.flac,8842
241,6319-57405-0006.flac,6319
242,2035-147960-0000.flac,2035
243,2412-153947-0001.flac,2412
244,6313-66125-0006.flac,6313
245,84-121123-0007.flac,84
246,6241-61943-0004.flac,6241
247,5895-34615-0008.flac,5895
248,1993-147149-0029.flac,1993
249,6241-61943-0007.flac,6241
250,1993-147149-0011.flac,1993
251,84-121123-0013.flac,84
252,1673-143396-0005.flac,1673
253,6241-61943-0015.flac,6241
254,1993-147149-0023.flac,1993
255,1673-143396-0014.flac,1673
256,6241-61943-0022.flac,6241
257,1272-128104-0011.flac,1272
258,2277-149874-0016.flac,2277
259,1919-142785-0024.flac,1919
260,2412-153947-0010.flac,2412
261,251-118436-0007.flac,251
262,2277-149874-0007.flac,2277
263,174-50561-0015.flac,174
264,652-129742-0009.flac,652
265,6241-61943-0009.flac,6241
266,84-121123-0006.flac,84
267,7976-105575-0017.flac,7976
268,6345-64257-0019.flac,6345
269,2086-149220-0023.flac,2086
270,2035-147960-0011.flac,2035
271,7850-286674-0010.flac,7850
272,2035-147960-0014.flac,2035
273,1993-147149-0026.flac,1993
274,6313-66125-0013.flac,6313
275,5694-64025-0018.flac,5694
276,1462-170138-0025.flac,1462
277,1462-170138-0011.flac,1462
278,2086-149220-0015.flac,2086
279,2086-149220-0025.flac,2086
280,2277-149874-0011.flac,2277
281,2277-149874-0004.flac,2277
282,2412-153947-0012.flac,2412
283,1462-170138-0027.flac,1462
284,8297-275154-0022.flac,8297
285,5694-64025-0003.flac,5694
286,5536-43358-0008.flac,5536
287,8297-275154-0016.flac,8297
288,84-121123-0015.flac,84
289,1919-142785-0025.flac,1919
290,6241-61943-0019.flac,6241
291,5694-64025-0019.flac,5694
292,2277-149874-0019.flac,2277
293,652-129742-0019.flac,652
294,84-121123-0028.flac,84
295,5536-43358-0002.flac,5536
296,5895-34615-0011.flac,5895
297,2078-142845-0008.flac,2078
298,6319-57405-0002.flac,6319
299,1993-147149-0005.flac,1993
300,174-50561-0014.flac,174
301,2803-154320-0002.flac,2803
302,1919-142785-0005.flac,1919
303,5536-43358-0006.flac,5536
304,422-122949-0000.flac,422
305,8842-302196-0003.flac,8842
306,1673-143396-0008.flac,1673
307,777-126732-0007.flac,777
308,422-122949-0008.flac,422
309,8842-302196-0002.flac,8842
310,5694-64025-0002.flac,5694
311,2412-153947-0003.flac,2412
312,2086-149214-0001.flac,2086
313,1993-147149-0010.flac,1993
314,1988-24833-0005.flac,1988
315,2086-149220-0039.flac,2086
316,5338-24615-0013.flac,5338
317,2803-154320-0006.flac,2803
318,1919-142785-0012.flac,1919
319,2803-154320-0013.flac,2803
320,5694-64025-0014.flac,5694
321,2803-154320-0005.flac,2803
322,1993-147149-0020.flac,1993
323,5536-43358-0015.flac,5536
324,8297-275154-0004.flac,8297
325,1993-147964-0010.flac,1993
326,2277-149874-0014.flac,2277
327,2086-149220-0018.flac,2086
328,7850-286674-0009.flac,7850
329,2035-147960-0003.flac,2035
330,1919-142785-0009.flac,1919
331,174-50561-0019.flac,174
332,174-50561-0000.flac,174
