,file,speakerId
0,84-121123-0007.flac,84
1,777-126732-0056.flac,777
2,422-122949-0005.flac,422
3,422-122949-0024.flac,422
4,777-126732-0049.flac,777
5,174-50561-0004.flac,174
6,251-136532-0006.flac,251
7,777-126732-0004.flac,777
8,251-137823-0022.flac,251
9,84-121550-0024.flac,84
10,84-121550-0004.flac,84
11,84-121123-0028.flac,84
12,251-118436-0004.flac,251
13,777-126732-0069.flac,777
14,174-84280-0008.flac,174
15,251-118436-0019.flac,251
16,251-137823-0014.flac,251
17,84-121123-0016.flac,84
18,84-121550-0001.flac,84
19,84-121123-0010.flac,84
20,777-126732-0010.flac,777
21,84-121123-0004.flac,84
22,777-126732-0062.flac,777
23,251-136532-0023.flac,251
24,174-168635-0004.flac,174
25,777-126732-0037.flac,777
26,84-121550-0026.flac,84
27,174-50561-0013.flac,174
28,251-118436-0020.flac,251
29,777-126732-0033.flac,777
30,777-126732-0077.flac,777
31,174-50561-0016.flac,174
32,84-121550-0012.flac,84
33,174-50561-0018.flac,174
34,84-121550-0034.flac,84
35,422-122949-0012.flac,422
36,777-126732-0015.flac,777
37,777-126732-0065.flac,777
38,251-137823-0006.flac,251
39,251-118436-0009.flac,251
40,777-126732-0048.flac,777
41,174-50561-0006.flac,174
42,174-84280-0000.flac,174
43,251-118436-0006.flac,251
44,84-121550-0019.flac,84
45,777-126732-0036.flac,777
46,174-168635-0022.flac,174
47,777-126732-0028.flac,777
48,251-137823-0002.flac,251
49,422-122949-0026.flac,422
50,251-118436-0022.flac,251
51,174-84280-0013.flac,174
52,84-121550-0023.flac,84
53,84-121123-0017.flac,84
54,174-84280-0011.flac,174
55,174-168635-0000.flac,174
56,174-168635-0007.flac,174
57,251-136532-0001.flac,251
58,777-126732-0024.flac,777
59,777-126732-0022.flac,777
60,777-126732-0027.flac,777
61,251-118436-0014.flac,251
62,84-121123-0018.flac,84
63,251-136532-0017.flac,251
64,174-168635-0011.flac,174
65,174-168635-0003.flac,174
66,422-122949-0004.flac,422
67,174-50561-0014.flac,174
68,251-118436-0012.flac,251
69,251-137823-0009.flac,251
70,251-136532-0002.flac,251
71,174-168635-0006.flac,174
72,174-168635-0002.flac,174
73,422-122949-0025.flac,422
74,251-136532-0018.flac,251
75,174-50561-0007.flac,174
76,174-84280-0014.flac,174
77,251-137823-0013.flac,251
78,84-121123-0012.flac,84
79,777-126732-0046.flac,777
80,84-121123-0008.flac,84
81,84-121550-0032.flac,84
82,777-126732-0076.flac,777
83,251-136532-0021.flac,251
84,84-121550-0005.flac,84
85,777-126732-0078.flac,777
86,422-122949-0028.flac,422
87,84-121123-0019.flac,84
88,777-126732-0045.flac,777
89,777-126732-0018.flac,777
90,422-122949-0027.flac,422
91,251-137823-0003.flac,251
92,251-136532-0009.flac,251
93,251-137823-0004.flac,251
94,777-126732-0025.flac,777
95,777-126732-0020.flac,777
96,251-136532-0019.flac,251
97,251-137823-0018.flac,251
98,174-168635-0008.flac,174
99,174-50561-0003.flac,174
100,422-122949-0014.flac,422
101,777-126732-0058.flac,777
102,422-122949-0033.flac,422
103,777-126732-0003.flac,777
104,777-126732-0030.flac,777
105,84-121123-0006.flac,84
106,251-136532-0012.flac,251
107,422-122949-0003.flac,422
108,251-137823-0005.flac,251
109,422-122949-0030.flac,422
110,777-126732-0038.flac,777
111,84-121550-0018.flac,84
112,251-136532-0004.flac,251
113,174-84280-0009.flac,174
114,251-137823-0016.flac,251
115,84-121123-0026.flac,84
116,777-126732-0063.flac,777
117,251-137823-0024.flac,251
118,84-121123-0021.flac,84
119,251-137823-0000.flac,251
120,251-118436-0011.flac,251
121,174-84280-0004.flac,174
122,777-126732-0005.flac,777
123,777-126732-0011.flac,777
124,422-122949-0006.flac,422
125,174-50561-0009.flac,174
126,251-137823-0025.flac,251
127,777-126732-0070.flac,777
128,251-118436-0021.flac,251
129,84-121123-0024.flac,84
130,84-121550-0020.flac,84
131,174-168635-0012.flac,174
132,251-136532-0015.flac,251
133,174-50561-0008.flac,174
134,84-121123-0025.flac,84
135,251-137823-0012.flac,251
136,422-122949-0034.flac,422
137,251-118436-0003.flac,251
138,84-121550-0029.flac,84
139,174-84280-0007.flac,174
140,174-168635-0005.flac,174
141,84-121550-0031.flac,84
142,84-121550-0010.flac,84
143,84-121123-0003.flac,84
144,251-136532-0005.flac,251
145,84-121123-0023.flac,84
146,84-121550-0027.flac,84
147,422-122949-0016.flac,422
148,174-50561-0000.flac,174
149,777-126732-0006.flac,777
150,84-121550-0030.flac,84
151,422-122949-0009.flac,422
152,174-84280-0003.flac,174
153,251-137823-0007.flac,251
154,251-118436-0018.flac,251
155,777-126732-0007.flac,777
156,777-126732-0013.flac,777
157,251-118436-0002.flac,251
158,84-121123-0020.flac,84
159,251-118436-0007.flac,251
160,777-126732-0053.flac,777
161,84-121550-0008.flac,84
162,251-137823-0017.flac,251
163,777-126732-0034.flac,777
164,422-122949-0007.flac,422
165,251-136532-0007.flac,251
166,84-121123-0001.flac,84
167,84-121123-0009.flac,84
168,422-122949-0023.flac,422
169,174-168635-0020.flac,174
170,174-84280-0010.flac,174
171,777-126732-0008.flac,777
172,777-126732-0081.flac,777
